episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
44676.771896108985,780.2116774767637,18469.765704703474,64.80952380952381,2,1,23296,False,437,182,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-26-30,1608247590,68.74799847602844,8026.368329048157,18508,DESKTOP-T1KLEOD,192.168.0.109,755.1384830474854,0,11,"[780.2116774767637, 17600.296008363366, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66]",510.47091281853386,6.899397404650629,3.231958061765331,0.12645422611238832,67566.303,1.894,1370.252,93.413,8.5,23296,23296,36.99484536082475,51.18556701030927,0.0,3.4171875000000003,0.0001,40001848.0,-0.15759645029902458,40001848.0,-1.1920929e-07,0.012523332610726357,1.630530595779419,0.0
44676.771896108985,780.2116774767637,19249.905134045075,64.78260869565217,2,1,23424,False,439,183,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-27-39,1608247659,69.0204348564148,8095.3887639045715,18508,DESKTOP-T1KLEOD,192.168.0.109,824.1589179039001,0,12,"[11676.245111972094, 43206.493172291666, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66]",510.84335986284856,6.957905685555621,3.2043452896501536,0.1263805573834287,67605.252,1.893,1328.5,96.349,8.2,23424,23424,31.510309278350515,50.89072164948453,0.0,3.4171875000000003,0.0001,741135008.0,-0.16486968100070953,741135008.0,0.0,0.014271356165409088,1.938607633113861,0.0
79612.72871345282,780.2116774767637,21798.737982127815,64.8,2,1,23552,False,441,184,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-28-47,1608247727,68.48615765571594,8163.8749215602875,18508,DESKTOP-T1KLEOD,192.168.0.109,892.6450755596161,0,13,"[79612.72871345282, 22607.90275670588, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666]","[63, 67, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66]",511.1600889664766,7.0059349144896785,3.177690830100748,0.12583438363708505,67558.444,1.895,1313.8,97.427,8.199,23552,23552,22.356701030927834,50.9082474226804,0.0,3.4171875000000003,0.0001,60924824.0,-0.131485927850008,60924824.0,-1.1920929e-07,0.012723765335977077,2.2460923194885254,0.0
79612.72871345282,780.2116774767637,22397.58908652114,64.77777777777777,2,1,23680,False,443,185,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-29-57,1608247797,69.34882640838623,8233.223747968674,18508,DESKTOP-T1KLEOD,192.168.0.109,961.9939019680023,0,14,"[36490.76774209738, 23275.68804077804, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67]",511.45410756210504,7.0579842216173505,3.1526106490357484,0.1253982528950791,67519.763,1.896,1310.799,97.65,8.4,23680,23680,24.837755102040816,50.92346938775509,0.0,3.4171875000000003,0.0001,103096424.0,-0.14859676361083984,103096424.0,8.940697e-08,0.012740596197545528,2.20291268825531,0.0
79612.72871345282,739.795399159193,20942.95319234053,64.79310344827586,2,1,23808,False,445,186,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-31-05,1608247865,68.53063416481018,8301.754382133484,18508,DESKTOP-T1KLEOD,192.168.0.109,1030.5245361328125,0,15,"[1870.9418426454067, 739.795399159193, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804]","[64, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66]",511.702297630062,7.106921818953825,3.129251762634017,0.12497365328805586,67488.422,1.897,1301.299,98.363,8.1,23808,23808,28.119587628865975,51.01030927835052,0.0,3.4171875000000003,0.0001,134665.3671875,-0.11992154642939568,134665.453125,0.0,0.008930157870054245,2.519479751586914,0.0
79612.72871345282,739.795399159193,20408.75202313366,64.7741935483871,2,1,23936,False,447,187,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-32-14,1608247934,68.99016308784485,8370.744545221329,18508,DESKTOP-T1KLEOD,192.168.0.109,1099.5146992206573,0,16,"[1295.1616521924734, 24030.508487075567, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193]","[64, 65, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66]",511.9257160271654,7.157094074132377,3.1075488143200993,0.12446942545039852,67523.635,1.896,1292.399,99.041,8.2,23936,23936,27.96122448979592,51.00714285714287,0.0,3.4171875000000003,0.0001,68205518.0,-0.12344050407409668,68205516.0,2.9802322e-08,0.009653311222791672,2.08364075422287,0.0
79612.72871345282,739.795399159193,20575.651719299793,64.75757575757575,2,1,24064,False,449,188,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-33-23,1608248003,69.14611983299255,8439.890665054321,18508,DESKTOP-T1KLEOD,192.168.0.109,1168.66081905365,0,17,"[12576.170633658767, 33749.023386090994, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65]",512.1386734576989,7.2000089828463745,3.0877107621982613,0.12405419461037033,67577.028,1.894,1279.799,100.016,8.1,24064,24064,28.990816326530613,51.03469387755103,0.0,3.4171875000000003,0.0001,213937056.0,-0.18182342126965523,213937056.0,2.9802322e-08,0.015888125635683537,2.0057278871536255,0.0
79612.72871345282,739.795399159193,21516.190164785832,64.74285714285715,2,1,24192,False,451,189,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-34-33,1608248073,69.32363152503967,8509.214296579361,18508,DESKTOP-T1KLEOD,192.168.0.109,1237.9844505786896,0,18,"[55707.44478054345, 18362.704250067472, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66]",512.3345993727144,7.240793291856501,3.069027957436378,0.12380886408963886,67569.5,1.894,1270.799,100.724,38.6,24192,24192,28.69183673469388,50.73163265306123,0.0,3.4171875000000003,0.0001,96675392.0,-0.13953594863414764,96675392.0,0.0,0.01381919952109456,1.2673597931861877,0.0
79612.72871345282,739.795399159193,21738.3418485487,64.70270270270271,2,1,24320,False,453,190,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-35-42,1608248142,69.08599948883057,8578.300296068192,18508,DESKTOP-T1KLEOD,192.168.0.109,1307.0704500675201,0,19,"[24121.02627940476, 27130.96634939313, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994, 55707.44478054345, 18362.704250067472]","[62, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66, 63, 66]",512.5199947163926,7.276591606699291,3.0512012504683597,0.12353824548301438,67642.198,1.892,1266.497,101.066,38.7,24320,24320,29.120408163265303,50.16632653061225,0.0,3.4171875000000003,0.0001,182885640.0,-0.1693984940648079,182885640.0,0.0,0.013276264537125826,2.1060761213302612,0.0
85418.38721236214,739.795399159193,23541.0488694954,64.64102564102564,2,1,24448,False,455,191,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-36-52,1608248212,70.14500284194946,8648.445298910141,18508,DESKTOP-T1KLEOD,192.168.0.109,1377.2154529094696,0,20,"[28363.870301656425, 85418.38721236214, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994, 55707.44478054345, 18362.704250067472, 24121.02627940476, 27130.96634939313]","[63, 64, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66, 63, 66, 62, 66]",512.7149323803623,7.309727687341258,3.034550058967095,0.12321122125441572,67784.264,1.888,1252.898,102.163,38.601,24448,24448,31.678787878787876,50.192929292929286,0.0,3.4171875000000003,0.0001,297497040.0,-0.1740550547838211,297497040.0,8.940697e-08,0.016928414814174175,1.2715396881103516,0.0
85418.38721236214,739.795399159193,22944.50794670731,64.63414634146342,2,1,24576,False,457,192,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-38-01,1608248281,68.98700189590454,8717.432300806046,18508,DESKTOP-T1KLEOD,192.168.0.109,1446.2024548053741,0,21,"[3437.517540603876, 19186.402364075184, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994, 55707.44478054345, 18362.704250067472, 24121.02627940476, 27130.96634939313, 28363.870301656425, 85418.38721236214]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66, 63, 66, 62, 66, 63, 64]",512.8925901417058,7.340826269070157,3.018907739546103,0.12293412674159392,67806.562,1.888,1254.597,102.025,38.701,24576,24576,32.8234693877551,50.17448979591837,0.0,3.4171875000000003,0.0001,25754482.0,-0.12148676440119743,25754481.0,8.940697e-08,0.009019805118441582,1.713928997516632,0.0
85418.38721236214,739.795399159193,22409.83423696528,64.62790697674419,2,1,24704,False,459,193,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-39-10,1608248350,69.26752710342407,8786.69982790947,18508,DESKTOP-T1KLEOD,192.168.0.109,1515.4699819087982,0,22,"[21820.958519279957, 1077.0878552272916, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994, 55707.44478054345, 18362.704250067472, 24121.02627940476, 27130.96634939313, 28363.870301656425, 85418.38721236214, 3437.517540603876, 19186.402364075184]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66, 63, 66, 62, 66, 63, 64, 63, 66]",513.0570213592845,7.370348678889643,3.004367445021757,0.12269858667402704,67780.451,1.888,1304.997,98.084,39.001,24704,24704,36.68877551020408,50.145918367346944,0.0,3.4171875000000003,0.0001,38486928.0,-0.14190150797367096,38486928.0,-5.9604645e-08,0.00919262133538723,1.8753994703292847,0.0
85418.38721236214,739.795399159193,22284.38556015243,64.62222222222222,2,1,24832,False,461,194,1d820d3edb384151ae50ab6913f603b4,2020-12-17_15-40-19,1608248419,69.11537432670593,8855.815202236176,18508,DESKTOP-T1KLEOD,192.168.0.109,1584.5853562355042,0,23,"[15367.464603707194, 23807.013413645327, 6519.166864156723, 13615.45135885477, 17163.91706429422, 28660.18036402762, 3047.4007120728493, 34984.72579538822, 34719.62745599449, 15352.232829751447, 16240.832081586123, 2326.7179092764854, 15584.175039865077, 1320.9994408488274, 26349.812254607677, 41626.136562004685, 44676.771896108985, 19183.884820193052, 7455.804305449128, 14826.394390752539, 25830.340967699885, 780.2116774767637, 17600.296008363366, 11676.245111972094, 43206.493172291666, 79612.72871345282, 22607.90275670588, 36490.76774209738, 23275.68804077804, 1870.9418426454067, 739.795399159193, 1295.1616521924734, 24030.508487075567, 12576.170633658767, 33749.023386090994, 55707.44478054345, 18362.704250067472, 24121.02627940476, 27130.96634939313, 28363.870301656425, 85418.38721236214, 3437.517540603876, 19186.402364075184, 21820.958519279957, 1077.0878552272916]","[63, 66, 65, 64, 66, 63, 66, 63, 65, 63, 66, 64, 66, 64, 67, 63, 66, 64, 67, 64, 66, 63, 66, 63, 66, 63, 67, 63, 66, 64, 66, 64, 65, 63, 66, 63, 66, 62, 66, 63, 64, 63, 66, 63, 66]",513.2092755401219,7.398727758762717,2.990992464057079,0.12249788299380118,67832.052,1.887,1316.397,97.235,39.201,24832,24832,34.77448979591836,50.57346938775511,0.0,3.4171875000000003,0.0001,22744392.0,-0.13066549599170685,22744392.0,0.0,0.01651771366596222,1.6349735260009766,0.0
